hour_of_day,day_of_week,rainfall_mm,visibility_m,distance_to_sangam_km,is_bridge_segment,near_railway_crossing,road_width_category,is_rally,is_protest,is_vip_movement,is_wedding_season,is_mela_bathing_day,is_exam_season,is_market_day,is_railway_crossing_closure,congestion_percent
20,2,15.221822815348817,4695.422415341446,9.397549608991445,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.48393420663149
19,5,0.0,3357.814695489905,4.211279261195118,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.01471293779355
12,2,0.0,9429.829428832876,7.605044857442579,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.40074536419249
15,4,0.0,8540.321362068977,11.59985329056115,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.29623619153617
12,2,9.39076064104744,8483.583241568576,10.5846890454452,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.00429218507813
13,5,0.0,5269.162007587067,1.7835452651699009,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.062697221830046
2,3,0.0,7957.5524685099135,8.867771806741098,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.889374485634654
5,1,13.517474784483522,2039.7275848661532,14.536747964111079,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.08833102901643
17,5,0.0,5860.262688295564,2.351541560025034,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0093196406136
18,0,8.941275683740677,9843.305451621192,12.793606315881224,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.72199018516579
4,4,0.0,3122.296776024228,10.538221208306654,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.468576106437716
14,3,25.06712129893681,8005.217593702449,11.610049693646395,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.83309956747711
1,0,0.0,5057.640549918252,4.229374907139682,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.50758818471551
9,0,0.0,686.1151272542471,4.318333940697637,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
23,4,11.800585162432855,7701.2881588119735,13.590291836647323,0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.64697009402568
17,3,0.0,1935.120700603494,5.39748048138838,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.08143260498487
12,6,12.807159619089107,6425.293601187676,0.9452308603921572,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.541695923452536
4,0,0.0,1130.942682255637,9.00895055369175,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.30632566419573
22,0,0.0,9484.61375571086,1.87226503562764,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.87527853495975
23,3,0.0,3129.721705649501,11.948943621118623,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9266537388382
0,2,15.959649548123455,2496.7075092707305,9.62619663751586,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.41228337850139
21,0,0.0,1552.6231194434429,13.120897578318123,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.286556579266858
0,1,0.0,9476.221275388763,11.772558746739529,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6410121911926
17,3,0.0,7205.46630168066,1.6817047250729422,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.94879441352325
14,0,0.0,7494.11062056546,5.716060146516334,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.465936967307524
16,4,0.0,5144.224245388373,11.618403748718809,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.20866362336827
10,5,10.383217223471853,4904.859517123689,6.260122098994886,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.603427349647475
20,1,0.0,1367.2060570173235,14.585482271699675,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.21069147269402
21,5,0.0789646673876454,5730.45862716472,11.036106748401739,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.810215626305919
16,5,0.0,2695.0900025552673,0.23249875035481538,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.317854530490974
12,0,10.572981946165248,9778.309728163937,13.199785373412546,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.44129753934479
0,1,16.647295014762268,8026.835118146929,1.512071773028364,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.935760051803406
1,1,0.0,4306.022983871009,2.107855862701288,1,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.77026920302725
8,2,25.789966429994255,1768.0102093078704,11.017386009165763,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.35964684346395
2,5,0.0,7917.717404046205,12.974528391457204,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.853312967540628
0,1,6.7928881526295,1483.9215406887652,8.04524441849334,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.5398131879772
20,2,14.421421694530679,2136.537408921584,4.335745994186688,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.75453495864664
15,3,0.0,2351.749022119006,5.269733178797633,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.671421038993785
22,2,0.0,5701.839191249015,5.14333994394084,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.738402354889182
5,4,0.0,7934.4495437065525,4.900171557142683,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.003396020416393
16,6,0.0,3348.8543236295145,3.643645077324747,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.27349561033773
4,0,0.0,1121.2971984703072,9.133006419438496,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.906681507876073
4,3,0.0,4806.0230961868665,13.506079778476009,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.870341285056064
5,6,0.0,7556.669339251374,4.6062361962501175,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.14227142334471
2,6,21.422610680550523,2450.1392779476664,2.8004144619211813,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.28657344143514
20,3,0.0,2433.26811598193,12.578664995571373,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95087915025147
22,4,0.0,9488.102165263095,11.12674996334555,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.45781841573458
4,2,28.9853407450361,9555.291153056025,13.962555473398657,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.45542184310278
20,0,0.0,9907.517600997291,2.4827960340736444,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.195086818987065
4,2,0.0,8134.298135275367,2.163769711748873,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.98910046975214
9,1,0.0,2125.386440929072,8.12144091457495,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.75093361235407
9,2,3.7698343673874826,2356.220751752835,9.21650482252643,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.37646344093142
18,3,4.151356876257552,3600.184842767202,7.202601627893843,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.19434857740491
16,0,0.0,3385.885553934861,8.984499544858132,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.51622518232589
20,2,14.089627708548706,9578.319166056688,2.70569653312607,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.81579107595047
13,0,0.0,7954.017633952428,7.19420631246125,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.1453066826728
8,0,22.387646830506164,7322.885283967073,9.871388414095017,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.81427462303391
13,1,18.138381405156647,2103.8432733638783,6.490596738730556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82180940814773
0,1,20.590998197360385,9122.397925814597,10.191710037248969,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.71739054821497
18,3,0.0,8330.342681209886,6.767869208307594,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.03013157232165
12,4,0.0,1887.3258608808599,5.003993712634159,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.66528187402833
12,6,0.0,8750.352220021434,4.554075706306385,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.35931309637449
3,0,0.280348604587326,2940.8011027935713,6.16353088482882,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.47361689821231
0,4,0.0,1084.4365345714286,0.3463443402330124,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.278840661119816
16,6,25.556639474111496,6671.176373187837,10.027877076691706,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.93746890882824
7,6,20.520745850762154,6641.905196028008,12.676584614703929,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.56766366117362
1,3,0.0,1220.8404927864954,5.319406416646778,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.07102034544478
7,6,20.63888520356127,3392.862546684849,0.6904970421257783,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.914607972337265
6,6,23.7737000741779,9930.300283878725,14.801633960783365,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.996363190437474
1,0,9.203828493303037,6880.7386699847475,3.955473831766004,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.88260622782069
21,0,1.0811213249756235,7381.729116052293,1.8993168253615949,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.83436887357581
21,5,27.983373740632036,2365.297670361765,5.546287619595419,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.723443688952926
2,4,0.0,1064.186088737969,11.07835560950335,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.31553082955591
17,2,3.1944528985411913,2985.9463904870954,4.408748953358486,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.59421147153291
11,1,0.0,2714.314336373962,8.620548058792318,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.192498083682906
0,2,23.054033869924016,2575.077777256115,6.233399916557133,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.33180204042319
21,4,6.649419438526775,2169.716922304284,1.7664598841492773,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.65300721800759
11,1,0.0,5875.130199357422,4.954305187381653,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.916061201048105
4,2,7.281449603957495,3482.603715665671,10.873057585710999,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.21283159710612
16,5,0.0,8257.346645961046,9.180058459971685,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.27834445343965
15,1,0.0,2084.2899531196244,1.7966756982534149,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.68249141567539
14,0,0.0,4806.882587424881,2.4498361457146283,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.89218949305966
22,2,27.75793924970893,432.48101333297586,9.611000389611682,1,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.4892738339259
14,1,4.406897066333377,4972.318527815363,12.201231214813033,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.442091978593112
4,5,29.125625936031007,841.6307425018016,5.242117439372539,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.219902253935864
20,6,0.0,9783.918065164644,8.929661277651753,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.18862649670336
13,1,26.537159611747878,7968.743647909005,2.559653831281579,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.76125503527208
1,1,6.436695639900067,5054.081323373617,4.670645053579857,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.81631835589157
10,5,0.0,1139.8973743396975,0.304053085095789,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.69705049448163
18,6,0.0,6046.720775667019,11.524139216992838,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.69678568628267
6,2,0.0,7660.008381808212,6.015147296594502,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.98820379482497
5,3,5.412714662441113,2149.9573541460295,12.241883604809308,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.15733255080556
1,2,22.980776985578892,5811.620905638661,10.625594940340894,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.09339366027896
5,6,10.16403509781339,8197.845714313818,12.431163985927153,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.08457514470712
17,4,0.0,7752.003443169268,4.284880043743241,1,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.9801148131715
1,5,12.641308236415648,8089.022573311383,2.7766309564176788,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.16446189287885
17,2,0.0,8829.437221236281,14.578585239775059,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4881557266028
14,1,0.0,9395.516390946861,10.759916805613043,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.11050699287112
18,5,16.125693006091456,4233.555205474298,12.510634018900056,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.88899639728982
1,0,0.0,5817.060294471909,0.1970006056490059,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96660152505353
19,6,11.97327898672278,7969.397402642425,5.316924304438299,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55948161661725
5,2,0.0,7062.256195274097,11.142250358659975,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.261858012367963
0,5,10.957326048461155,9956.546214164475,1.16974249484975,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.745838774908798
23,2,0.0,432.6732157150482,8.510098943534034,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.886036468231055
14,5,0.0,3744.7921885631695,6.436091511825048,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.146037211319225
22,1,0.0,3025.970884820964,0.26424760711660944,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.908995582986
9,0,0.0,2844.4637466056856,3.5396336567917706,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
18,0,23.051997868463395,2458.538890239192,4.271879836000713,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
16,4,0.0,7178.501255907722,1.6778991951948368,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.6091542196881
4,5,6.334741122957809,1122.166890770622,9.473053646139906,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.1581291428825
3,2,15.063949227585972,7493.605689250382,3.635968143778335,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.56390335032174
9,0,0.0,7026.230667557852,4.164292494290826,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.249664526357144
23,6,0.0,2732.800085258695,13.47357897300221,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,15.522038694748984,2752.487696702064,7.006846390397092,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.84075014437677
9,3,0.44883594768902135,6399.947677841671,5.8819222045390855,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.40657107696947
16,3,7.936388586781251,7693.059723191675,10.858065574720758,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.7294970092337
19,0,0.0,8801.910446947446,13.644206953243682,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89.7577303590013
23,5,17.19447743943737,8565.753769388415,0.3755450435616575,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.84659835899305
4,4,0.0,9659.365043389376,6.723582698330947,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.132174578942426
1,0,19.360368697518236,5939.4334847641585,9.16172034116921,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.86838702079204
5,1,12.442074075899813,9113.958945001488,4.778446471889844,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.55916905061392
20,2,0.0,8142.578750625985,11.586115831848625,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.81998882466289
1,4,0.0,8978.275955845931,14.572156054054108,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.35147404905405
12,1,0.0,412.7780324680563,14.151410493754248,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.32941736496067
10,4,0.0,9669.259021098367,3.989738090699128,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.05501262500032
10,1,20.27434907228199,4893.24257961084,3.39507417656229,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.87612618889277
15,2,0.0,8042.374998875976,14.362357965318315,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.749001546952407
10,2,0.0,1533.8799575764745,6.879427311471988,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24228192184734
18,3,0.0,4140.628629395549,3.1244658462703763,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.98611384009025
14,5,18.756346015725452,2933.168431303612,10.604954454456273,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.66414903971298
22,1,29.591465148866767,3129.090073859089,4.2663048585568735,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.86784083128927
22,3,0.0,1495.579513523553,4.008704626065785,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.629582588919394
15,1,0.0,8115.909175667168,13.188735646166771,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.58327313354607
10,3,24.84820694447965,389.6504514364581,2.4371873006535516,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21,2,7.555600870371269,3331.302932756464,0.9658941969935458,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.73887429982896
15,4,0.0,1991.7822691992258,4.037796602575309,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.901752089134156
7,6,0.0,6013.6777239009025,9.104181192573057,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.433018669361786
3,3,0.0,2766.2483053610754,1.8463178010490582,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.08254710134588
7,1,0.0,2812.2850089225667,7.073920084151906,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.29533587651768
3,1,0.0,5036.879996754592,9.410056656379798,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.550865685706974
23,6,10.932295979862097,6631.08368160698,12.731054888897608,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.89439385960728
2,5,0.0,1476.6556342820872,3.4480438680338157,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.86368432639021
2,2,19.09118117128772,2002.4610889153128,12.260194850741842,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.97523408604125
17,1,0.0,2697.5950225668207,3.523593916968579,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.3771954663949
18,0,20.35551208453243,9745.357676944217,10.151498118594608,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.22989740067351
18,4,5.952303035806882,4152.379249446327,6.460103572236827,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.9313347455925
20,3,0.0,6110.203879120957,1.7202186356800526,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.1560380089884
4,5,0.0,2642.9652833449854,10.71395194232773,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.577542097414238
17,6,14.271122345671687,5057.457394027633,3.266439278235267,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.036041507333984
9,4,0.0,1018.9559915437931,2.649351390368872,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.28806621183285
21,2,0.0,636.9988154465714,5.374843928840748,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99191557689655
20,5,0.0,4846.715210168164,9.799353671392252,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.311992559739416
5,3,12.280347626471778,4166.995088928597,3.509947181859417,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.59383652475567
0,3,0.0,1627.7391010107285,2.754923081728286,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.75348288308101
4,6,4.877012059904358,6969.733860531117,0.149304385700465,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.15808598698481
8,0,0.0,9931.163861722865,7.074646456525854,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.452527765706385
11,6,3.5655773542871163,4137.774165608111,6.4296835397277405,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.28929905764569
13,2,0.0,6358.218768398727,3.5080161545606443,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.698344266301977
1,5,26.700567034462942,9640.866640935512,0.8047824601453613,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.86647399724843
16,5,0.0,8365.889232734691,6.438838118937554,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.995677922445125
13,1,21.890988823401628,4796.456566036052,11.823076666074469,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.948343579315186
12,0,24.33046124796208,7453.647999261218,10.729231969907655,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.86239414699944
8,0,0.0,1542.9098904300831,12.911923347902555,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.44572039867623
14,5,0.0,5267.4073979988525,0.14374031569733436,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1382566919647
21,5,0.0,3006.8846886453844,14.496289752068977,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.337173975669764
14,4,0.0,1863.2877725927626,5.121183789411726,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.597582300757743
23,4,3.4619957484248465,4434.924790668988,14.85596694137947,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35515098339362
10,4,0.0,1570.8411780060599,3.7892919090266197,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.19191035880787
15,0,0.0,7080.15554929251,7.073045813673672,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.560345747726835
16,1,11.02974138177325,4725.528427317355,5.308915148629555,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.53612454833227
3,3,0.0,5452.102935877239,5.336410724914539,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.55895370035586
0,4,0.0,1719.846605081123,12.634231481223237,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.12850033535387
7,1,0.0,1655.7851126068965,11.196284096060081,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.597314919508342
16,6,29.186831681630846,5959.129722023204,14.882271528450723,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.6716175202393
2,2,1.6720657950420637,9854.59455394563,9.202720240762687,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.680597885143627
19,4,17.21884552504889,1233.6306574059386,6.94884906591754,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.20011237210568
14,6,0.0,3071.5948570880782,1.3511079442033669,1,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.59330699561679
14,3,14.441481352452826,8733.75343041751,14.948421292707852,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.74095486759231
23,2,0.0,1001.0385188757983,8.272959793984244,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.020695371001633
21,2,0.0,8796.091497259427,10.507162045352127,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.231144992280562
13,3,0.0,5385.574038735086,6.101135807869671,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.97361449356598
22,4,0.0,4260.18770708633,8.215735622688538,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.092077676483044
13,0,0.0,3303.9014742091217,14.138665978393307,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.48304745820648
23,3,0.0,3182.0364338400664,2.496291568974041,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.782619851053013
1,3,0.0,3266.2850497599443,4.385588764953819,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22015829352798
12,3,0.0,8882.589885313899,2.280895916670485,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.632301362444245
13,2,20.78915381321002,7320.813732695419,11.883238557071621,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.67888299119849
23,1,0.0,6796.31317596216,0.9306789063274434,1,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.93146031511587
18,6,12.834703699147498,8047.866744834408,1.2244747477700746,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.74369638396207
6,0,0.0,2794.0122311402065,4.477411691810531,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.228959915256816
2,4,27.323937331466034,6295.015277193031,7.712822713815169,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.84568805821317
14,4,0.0,4762.6425178921245,6.094122008393798,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.56054262970501
